vid1_path,vid1_start_priming_1,vid1_end_priming_1,vid1_start_priming_2,vid1_end_priming_2,vid1_label,vid2_path,vid2_start_priming_1,vid2_end_priming_1,vid2_start_priming_2,vid2_end_priming_2,vid2_label
gravity/center__gravity__blackbowl__greenoctagon__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__greenoctagon__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__orangecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__orangecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__orangecrayon__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__orangecrayon__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__pepper__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__pepper__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__pepper__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__pepper__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__purplecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__purplecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__purplecrayon__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__purplecrayon__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__redball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__redball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__redball__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__redball__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__redcrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__redcrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__redcrayon__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__redcrayon__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__redhexagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__redhexagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__redhexagon__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__redhexagon__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__salt__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__salt__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__salt__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__salt__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__watch__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__watch__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__watch__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__watch__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__yellowball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__yellowball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__yellowball__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__yellowball__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__blackbowl__yellowcrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__blackbowl__yellowcrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__blackbowl__yellowcrayon__cv.mp4,0,0,160,174,possible,gravity/center__gravity__blackbowl__yellowcrayon__ci.mp4,0,0,160,174,impossible
gravity/center__gravity__darkbluebowl__blueball__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__blueball__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__blueball__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__blueball__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__corn__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__corn__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__corn__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__corn__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__duck__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__duck__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__duck__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__duck__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__egg__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__egg__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__egg__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__egg__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__greenpepper__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__greenpepper__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__greenpepper__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__greenpepper__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__pepper__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__pepper__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__pepper__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__pepper__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__plant1__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__plant1__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__plant1__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__plant1__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__plant3__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__plant3__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__plant3__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__plant3__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__plant4__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__plant4__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__plant4__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__plant4__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__redball__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__redball__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__redball__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__redball__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__redpepper__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__redpepper__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__redpepper__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__redpepper__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__salt__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__salt__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__salt__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__salt__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__watch__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__watch__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__watch__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__watch__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__yellowball__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__yellowball__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__yellowball__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__yellowball__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__darkbluebowl__yellowpepper__ui.mp4,0,0,158,172,possible,gravity/center__gravity__darkbluebowl__yellowpepper__uv.mp4,0,0,158,172,impossible
gravity/center__gravity__darkbluebowl__yellowpepper__cv.mp4,0,0,156,170,possible,gravity/center__gravity__darkbluebowl__yellowpepper__ci.mp4,0,0,156,170,impossible
gravity/center__gravity__greenbowl__blueball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__blueball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__blueball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__blueball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__blueclover__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__blueclover__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__blueclover__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__blueclover__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__duck__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__duck__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__duck__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__duck__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__egg__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__egg__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__egg__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__egg__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__greenoctagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__greenoctagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__greenoctagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__greenoctagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__greenrectangle2__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__greenrectangle2__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__greenrectangle2__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__greenrectangle2__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__greenrectangle__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__greenrectangle__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__greenrectangle__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__greenrectangle__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__redball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__redball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__redball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__redball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__redhexagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__redhexagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__redhexagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__redhexagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__watch__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__watch__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__watch__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__watch__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__yellowball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__yellowball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__yellowball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__yellowball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__yellowpentagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__yellowpentagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greenbowl__yellowpentagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greenbowl__yellowpentagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__blackcrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__blackcrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__blackcrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__blackcrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__blueclover__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__blueclover__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__blueclover__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__blueclover__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__bluecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__bluecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__bluecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__bluecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__bluestar__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__bluestar__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__bluestar__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__bluestar__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__browncrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__browncrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__browncrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__browncrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__egg__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__egg__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__egg__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__egg__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__greencrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__greencrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__greencrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__greencrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__greenoctagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__greenoctagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__greenoctagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__greenoctagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__greenrectangle__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__greenrectangle__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__greenrectangle__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__greenrectangle__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__orangecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__orangecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__orangecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__orangecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__purplecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__purplecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__purplecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__purplecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__redcrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__redcrayon__uv.mp4,0,0,150,164,impossible
